family,endpoint,contrast,estimate,ci95_low,ci95_high,p_two_sided,n,q_bh
confirmatory,motif_mass_fraction,CNN-Aug minus CNN-Raw,0.007329284552492614,-0.009544413448329153,0.024695402832394853,0.404959504049595,324,0.6616671666166717
confirmatory,motif_mass_fraction,CNN-RCPS minus CNN-Aug,0.005582384968554098,-0.012278866000711762,0.02436059877331384,0.5671432856714329,324,0.6616671666166717
confirmatory,motif_minus_flank_logit_drop,CNN-Aug minus CNN-Raw,0.027503465999988437,-0.058261558574538075,0.11051842556548612,0.5047495250474953,324,0.6616671666166717
confirmatory,motif_minus_flank_logit_drop,CNN-RCPS minus CNN-Aug,-0.000637138013319358,-0.10113376761085985,0.1144004341560586,0.9687031296870313,324,0.9687031296870313
confirmatory,motif_minus_flank_logit_drop_vs_zero,CNN-Raw,1.272712775093404,0.8270681797334394,1.7931530926112127,0.00019998000199980003,324,0.00046662000466620004
confirmatory,motif_minus_flank_logit_drop_vs_zero,CNN-Aug,1.3002162410933924,0.8815200187607071,1.7811090655270847,0.00019998000199980003,324,0.00046662000466620004
confirmatory,motif_minus_flank_logit_drop_vs_zero,CNN-RCPS,1.299579103080073,0.83840609837713,1.8079311743093613,0.00019998000199980003,324,0.00046662000466620004
